dt,gyro_z,v_meas,v_sigma,a_lat,mask_gnss,e_gnss,n_gnss
0.1000,0.004608,-1.0000,2.1057,2.3767,1,584.647,-1409.482
0.1000,0.004402,-1.0000,2.1057,-0.6585,1,584.647,-1409.482
0.1000,0.006195,-1.0000,2.1057,2.3804,1,584.647,-1409.482
0.1000,0.007144,-1.0000,2.1057,-1.3896,1,584.647,-1409.482
0.1000,0.005769,-1.0000,2.1057,-1.7227,1,584.647,-1409.482
0.1000,0.006242,19.5168,2.9051,1.0200,1,584.647,-1409.482
0.1000,0.005007,-1.0000,2.9051,-0.5090,1,584.647,-1409.482
0.1000,0.005066,-1.0000,2.9051,-0.0872,1,584.647,-1409.482
0.1000,0.005287,-1.0000,2.9051,1.7720,1,584.647,-1409.482
0.1000,0.004523,-1.0000,2.9051,-1.5861,1,584.647,-1409.482
0.1000,0.004764,-1.0000,2.9051,2.7655,1,584.647,-1409.482
0.1000,0.004846,-1.0000,2.9051,0.7135,1,584.647,-1409.482
0.1000,0.005488,-1.0000,2.9051,-0.1494,1,584.647,-1409.482
0.1000,0.004729,-1.0000,2.9051,-1.5609,1,584.647,-1409.482
0.1000,0.004630,-1.0000,2.9051,-1.2164,1,584.647,-1409.482
0.1000,0.005214,16.9559,2.4642,1.0968,1,584.647,-1409.482
0.1000,0.005664,-1.0000,2.4642,1.3098,1,584.647,-1409.482
0.1000,0.006316,-1.0000,2.4642,-0.0881,1,584.647,-1409.482
0.1000,0.003866,-1.0000,2.4642,1.9419,1,584.647,-1409.482
0.1000,0.004364,-1.0000,2.4642,0.3691,1,584.647,-1409.482
0.1000,0.004799,-1.0000,2.4642,-0.3507,1,584.647,-1409.482
0.1000,0.005700,-1.0000,2.4642,-0.9275,1,584.647,-1409.482
0.1000,0.003480,-1.0000,2.4642,2.9233,1,584.647,-1409.482
0.1000,0.004914,-1.0000,2.4642,-0.7204,1,584.647,-1409.482
0.1000,0.006694,-1.0000,2.4642,-1.9473,1,584.647,-1409.482
0.1000,0.004525,16.0667,2.0669,-1.7528,1,584.647,-1409.482
0.1000,0.004802,-1.0000,2.0669,1.6100,1,584.647,-1409.482
0.1000,0.005231,-1.0000,2.0669,2.5048,1,584.647,-1409.482
0.1000,0.005376,-1.0000,2.0669,0.6927,1,584.647,-1409.482
0.1000,0.007500,-1.0000,2.0669,-0.9499,1,584.647,-1409.482
0.1000,0.005473,-1.0000,2.0669,-0.8742,1,584.647,-1409.482
0.1000,0.005650,-1.0000,2.0669,0.3423,1,584.647,-1409.482
0.1000,0.005681,-1.0000,2.0669,0.2274,1,584.647,-1409.482
0.1000,0.006819,-1.0000,2.0669,-4.0502,1,584.647,-1409.482
0.1000,0.004917,-1.0000,2.0669,-0.6349,1,584.647,-1409.482
0.1000,0.006517,17.3295,2.5441,-0.6652,1,584.647,-1409.482
0.1000,0.004225,-1.0000,2.5441,-1.5503,1,584.647,-1409.482
0.1000,0.004125,-1.0000,2.5441,0.3325,1,584.647,-1409.482
0.1000,0.005647,-1.0000,2.5441,-1.0575,1,584.647,-1409.482
0.1000,0.004857,-1.0000,2.5441,-1.6428,1,584.647,-1409.482
0.1000,0.005420,-1.0000,2.5441,1.3308,1,584.647,-1409.482
0.1000,0.005228,-1.0000,2.5441,1.0039,1,584.647,-1409.482
0.1000,0.006855,-1.0000,2.5441,-2.3060,1,584.647,-1409.482
0.1000,0.005122,-1.0000,2.5441,0.4737,1,584.647,-1409.482
0.1000,0.003732,-1.0000,2.5441,1.5229,1,584.647,-1409.482
0.1000,0.003075,5.8145,1.8504,0.8186,1,584.647,-1409.482
0.1000,0.004403,-1.0000,1.8504,-0.7485,1,584.647,-1409.482
0.1000,-0.535842,-1.0000,1.8504,-2.1417,1,584.647,-1409.482
0.1000,-0.535869,-1.0000,1.8504,-2.6018,1,584.647,-1409.482
0.1000,-0.534965,-1.0000,1.8504,-2.1237,1,584.647,-1409.482
0.1000,-0.536281,-1.0000,1.8504,-2.2851,1,584.647,-1409.482
0.1000,-0.534361,-1.0000,1.8504,-2.9913,1,584.647,-1409.482
0.1000,-0.535590,-1.0000,1.8504,-2.5193,1,584.647,-1409.482
0.1000,-0.535503,-1.0000,1.8504,-1.6602,1,584.647,-1409.482
0.1000,-0.535800,-1.0000,1.8504,-2.5443,1,584.647,-1409.482
0.1000,-0.534477,5.1016,2.0814,-2.4085,1,584.647,-1409.482
0.1000,-0.534228,-1.0000,2.0814,-2.7960,1,584.647,-1409.482
0.1000,-0.535076,-1.0000,2.0814,-3.2599,1,584.647,-1409.482
0.1000,-0.536707,-1.0000,2.0814,-2.8564,1,584.647,-1409.482
0.1000,-0.535583,-1.0000,2.0814,-2.0296,1,584.647,-1409.482
0.1000,-0.535272,-1.0000,2.0814,-1.3935,1,584.647,-1409.482
0.1000,-0.535355,-1.0000,2.0814,-1.9388,1,584.647,-1409.482
0.1000,-0.534732,-1.0000,2.0814,-2.4160,1,584.647,-1409.482
0.1000,-0.538166,-1.0000,2.0814,-2.4221,1,584.647,-1409.482
0.1000,-0.535751,-1.0000,2.0814,-2.4930,1,584.647,-1409.482
0.1000,-0.534962,3.5012,1.4774,-2.7465,1,584.647,-1409.482
0.1000,-0.534393,-1.0000,1.4774,-1.9468,1,584.647,-1409.482
0.1000,-0.537412,-1.0000,1.4774,-2.2742,1,584.647,-1409.482
0.1000,-0.535920,-1.0000,1.4774,-2.9909,1,584.647,-1409.482
0.1000,-0.536543,-1.0000,1.4774,-1.9183,1,584.647,-1409.482
0.1000,-0.536177,-1.0000,1.4774,-1.6779,1,584.647,-1409.482
0.1000,-0.536498,-1.0000,1.4774,-2.1551,1,584.647,-1409.482
0.1000,-0.534931,-1.0000,1.4774,-2.8681,1,584.647,-1409.482
0.1000,-0.533694,-1.0000,1.4774,-1.6410,1,584.647,-1409.482
0.1000,-0.535654,-1.0000,1.4774,-2.8046,1,584.647,-1409.482
0.1000,-0.535629,3.0506,1.4507,-2.5317,1,584.647,-1409.482
0.1000,-0.535533,-1.0000,1.4507,-2.5621,1,584.647,-1409.482
0.1000,-0.535671,-1.0000,1.4507,-2.7541,1,584.647,-1409.482
0.1000,-0.534927,-1.0000,1.4507,-2.7553,1,584.647,-1409.482
0.1000,-0.534025,-1.0000,1.4507,-2.7466,1,584.647,-1409.482
0.1000,-0.534830,-1.0000,1.4507,-3.1789,1,584.647,-1409.482
0.1000,-0.536020,-1.0000,1.4507,-2.3325,1,584.647,-1409.482
0.1000,-0.534618,-1.0000,1.4507,-2.2645,1,584.647,-1409.482
0.1000,-0.535185,-1.0000,1.4507,-1.5899,1,584.647,-1409.482
0.1000,-0.536143,-1.0000,1.4507,-2.2861,1,584.647,-1409.482
0.1000,-0.536697,3.9172,1.5409,-2.5979,1,584.647,-1409.482
0.1000,-0.535417,-1.0000,1.5409,-2.0453,1,584.647,-1409.482
0.1000,-0.535154,-1.0000,1.5409,-2.3525,1,584.647,-1409.482
0.1000,-0.535832,-1.0000,1.5409,-3.2037,1,584.647,-1409.482
0.1000,-0.534893,-1.0000,1.5409,-2.4751,1,584.647,-1409.482
0.1000,-0.534968,-1.0000,1.5409,-1.6480,1,584.647,-1409.482
0.1000,-0.534696,-1.0000,1.5409,-2.4886,1,584.647,-1409.482
0.1000,-0.536167,-1.0000,1.5409,-1.6680,1,584.647,-1409.482
0.1000,-0.536351,-1.0000,1.5409,-2.2350,1,584.647,-1409.482
0.1000,-0.536251,-1.0000,1.5409,-2.5627,1,584.647,-1409.482
0.1000,-0.534418,4.0759,1.4974,-1.2605,1,584.647,-1409.482
0.1000,-0.536647,-1.0000,1.4974,-2.5948,1,584.647,-1409.482
0.1000,-0.535652,-1.0000,1.4974,-2.3693,1,584.647,-1409.482
0.1000,-0.535613,-1.0000,1.4974,-1.4749,1,584.647,-1409.482
0.1000,-0.535292,-1.0000,1.4974,-2.9548,1,584.647,-1409.482
0.1000,-0.537257,-1.0000,1.4974,-2.4355,1,584.647,-1409.482
0.1000,-0.535713,-1.0000,1.4974,-1.8711,1,584.647,-1409.482
0.1000,-0.534936,-1.0000,1.4974,-2.4668,1,584.647,-1409.482
0.1000,-0.534438,-1.0000,1.4974,-1.4183,1,584.647,-1409.482
0.1000,-0.535474,-1.0000,1.4974,-2.9245,1,584.647,-1409.482
0.1000,-0.533754,3.4038,1.4737,-2.7223,1,584.647,-1409.482
0.1000,-0.536489,-1.0000,1.4737,-2.1313,1,584.647,-1409.482
0.1000,-0.536271,-1.0000,1.4737,-2.0892,1,584.647,-1409.482
0.1000,-0.534987,-1.0000,1.4737,-2.3270,1,584.647,-1409.482
0.1000,-0.534991,-1.0000,1.4737,-2.5905,1,584.647,-1409.482
0.1000,-0.536249,-1.0000,1.4737,-2.2589,1,584.647,-1409.482
0.1000,-0.534672,-1.0000,1.4737,-3.0075,1,584.647,-1409.482
0.1000,-0.536811,-1.0000,1.4737,-2.0147,1,584.647,-1409.482
0.1000,-0.536172,-1.0000,1.4737,-2.8295,1,584.647,-1409.482
0.1000,-0.536315,-1.0000,1.4737,-2.5750,1,584.647,-1409.482
0.1000,-0.535142,3.7637,1.4985,-3.1657,1,584.647,-1409.482
0.1000,-0.536239,-1.0000,1.4985,-1.3752,1,584.647,-1409.482
0.1000,-0.536510,-1.0000,1.4985,-2.5187,1,584.647,-1409.482
0.1000,-0.536069,-1.0000,1.4985,-1.5480,1,584.647,-1409.482
0.1000,-0.535900,-1.0000,1.4985,-2.6593,1,584.647,-1409.482
0.1000,-0.536630,-1.0000,1.4985,-1.7006,1,584.647,-1409.482
0.1000,-0.536297,-1.0000,1.4985,-1.0363,1,584.647,-1409.482
0.1000,-0.534109,-1.0000,1.4985,-1.7973,1,584.647,-1409.482
0.1000,-0.536006,-1.0000,1.4985,-1.5803,1,584.647,-1409.482
0.1000,-0.534715,-1.0000,1.4985,-2.1601,1,584.647,-1409.482
0.1000,-0.535545,4.4747,1.5925,-2.5642,1,584.647,-1409.482
0.1000,-0.535285,-1.0000,1.5925,-2.3221,1,584.647,-1409.482
0.1000,-0.535667,-1.0000,1.5925,-3.3179,1,584.647,-1409.482
0.1000,-0.534990,-1.0000,1.5925,-2.7827,1,584.647,-1409.482
0.1000,-0.535691,-1.0000,1.5925,-2.3951,1,584.647,-1409.482
0.1000,-0.536254,-1.0000,1.5925,-3.9676,1,584.647,-1409.482
0.1000,-0.537509,-1.0000,1.5925,-2.0634,1,584.647,-1409.482
0.1000,-0.535584,-1.0000,1.5925,-2.0685,1,584.647,-1409.482
0.1000,-0.534086,-1.0000,1.5925,-3.1987,1,584.647,-1409.482
0.1000,-0.536515,-1.0000,1.5925,-1.8801,1,584.647,-1409.482
0.1000,-0.536740,3.6504,1.4621,-2.5285,1,584.647,-1409.482
0.1000,-0.537080,-1.0000,1.4621,-2.1698,1,584.647,-1409.482
0.1000,-0.536262,-1.0000,1.4621,-2.7719,1,584.647,-1409.482
0.1000,-0.535666,-1.0000,1.4621,-1.5898,1,584.647,-1409.482
0.1000,-0.535104,-1.0000,1.4621,-1.8250,1,584.647,-1409.482
0.1000,-0.536068,-1.0000,1.4621,-2.7864,1,584.647,-1409.482
0.1000,-0.535399,-1.0000,1.4621,-2.2860,1,584.647,-1409.482
0.1000,-0.535730,-1.0000,1.4621,-2.3277,1,584.647,-1409.482
0.1000,-0.536840,-1.0000,1.4621,-1.8472,1,584.647,-1409.482
0.1000,-0.535974,-1.0000,1.4621,-2.0457,1,584.647,-1409.482
0.1000,-0.533907,3.2739,1.4988,-2.0411,1,584.647,-1409.482
0.1000,-0.535044,-1.0000,1.4988,-1.9995,1,584.647,-1409.482
0.1000,-0.537490,-1.0000,1.4988,-1.4579,1,584.647,-1409.482
0.1000,-0.535042,-1.0000,1.4988,-2.6452,1,584.647,-1409.482
0.1000,-0.535242,-1.0000,1.4988,-2.3364,1,584.647,-1409.482
0.1000,-0.535247,-1.0000,1.4988,-1.8628,1,584.647,-1409.482
0.1000,-0.535178,-1.0000,1.4988,-2.1427,1,584.647,-1409.482
0.1000,-0.535538,-1.0000,1.4988,-1.5590,1,584.647,-1409.482
0.1000,-0.534584,-1.0000,1.4988,-1.0050,1,584.647,-1409.482
0.1000,-0.536110,-1.0000,1.4988,-3.3213,1,584.647,-1409.482
0.1000,-0.535449,3.7198,1.5259,-3.0399,1,584.647,-1409.482
0.1000,-0.534317,-1.0000,1.5259,-2.3019,1,584.647,-1409.482
0.1000,-0.536735,-1.0000,1.5259,-1.7334,1,584.647,-1409.482
0.1000,-0.534839,-1.0000,1.5259,-2.8994,1,584.647,-1409.482
0.1000,-0.536210,-1.0000,1.5259,-2.2360,1,584.647,-1409.482
0.1000,-0.535890,-1.0000,1.5259,-2.5268,1,584.647,-1409.482
0.1000,-0.534969,-1.0000,1.5259,-2.1870,1,584.647,-1409.482
0.1000,-0.536979,-1.0000,1.5259,-2.4826,1,584.647,-1409.482
0.1000,-0.535438,-1.0000,1.5259,-2.2059,1,584.647,-1409.482
0.1000,-0.535297,-1.0000,1.5259,-1.7026,1,584.647,-1409.482
0.1000,-0.535348,4.1855,1.5082,-2.4189,1,584.647,-1409.482
0.1000,-0.535227,-1.0000,1.5082,-3.3919,1,584.647,-1409.482
0.1000,-0.534060,-1.0000,1.5082,-1.9492,1,584.647,-1409.482
0.1000,-0.535893,-1.0000,1.5082,-3.1839,1,584.647,-1409.482
0.1000,-0.535890,-1.0000,1.5082,-0.9938,1,584.647,-1409.482
0.1000,-0.535456,-1.0000,1.5082,-2.5760,1,584.647,-1409.482
0.1000,-0.535150,-1.0000,1.5082,-2.6767,1,584.647,-1409.482
0.1000,-0.535312,-1.0000,1.5082,-2.7464,1,584.647,-1409.482
0.1000,-0.535995,-1.0000,1.5082,-2.3899,1,584.647,-1409.482
0.1000,-0.535444,-1.0000,1.5082,-2.7425,1,584.647,-1409.482
0.1000,-0.535876,4.7188,1.5259,-1.7599,1,584.647,-1409.482
0.1000,-0.533977,-1.0000,1.5259,-2.8994,1,584.647,-1409.482
0.1000,-0.534716,-1.0000,1.5259,-2.4782,1,584.647,-1409.482
0.1000,-0.536147,-1.0000,1.5259,-1.6505,1,584.647,-1409.482
0.1000,-0.535452,-1.0000,1.5259,-2.3675,1,584.647,-1409.482
0.1000,-0.536327,-1.0000,1.5259,-1.4128,1,584.647,-1409.482
0.1000,-0.534299,-1.0000,1.5259,-1.8240,1,584.647,-1409.482
0.1000,-0.535055,-1.0000,1.5259,-2.1280,1,584.647,-1409.482
0.1000,-0.535056,-1.0000,1.5259,-3.2990,1,584.647,-1409.482
0.1000,-0.535308,-1.0000,1.5259,-2.4292,1,584.647,-1409.482
0.1000,-0.533170,3.6122,1.4802,-2.0390,1,584.647,-1409.482
0.1000,-0.535879,-1.0000,1.4802,-2.4620,1,584.647,-1409.482
0.1000,-0.535813,-1.0000,1.4802,-2.3724,1,584.647,-1409.482
0.1000,-0.534591,-1.0000,1.4802,-2.1134,1,584.647,-1409.482
0.1000,-0.535442,-1.0000,1.4802,-1.4876,1,584.647,-1409.482
0.1000,-0.535431,-1.0000,1.4802,-2.8215,1,584.647,-1409.482
0.1000,-0.535640,-1.0000,1.4802,-2.6656,1,584.647,-1409.482
0.1000,-0.533977,-1.0000,1.4802,-1.8531,1,584.647,-1409.482
0.1000,-0.535109,-1.0000,1.4802,-2.9210,1,584.647,-1409.482
0.1000,-0.536068,-1.0000,1.4802,-2.6942,1,584.647,-1409.482
0.1000,-0.533667,3.9687,1.5690,-2.1705,1,584.647,-1409.482
0.1000,-0.536515,-1.0000,1.5690,-1.8380,1,584.647,-1409.482
0.1000,-0.535963,-1.0000,1.5690,-2.8195,1,584.647,-1409.482
0.1000,-0.535712,-1.0000,1.5690,-1.3674,1,584.647,-1409.482
0.1000,-0.535735,-1.0000,1.5690,-2.9602,1,584.647,-1409.482
0.1000,-0.535441,-1.0000,1.5690,-3.0411,1,584.647,-1409.482
0.1000,-0.537517,-1.0000,1.5690,-1.4684,1,584.647,-1409.482
0.1000,-0.535214,-1.0000,1.5690,-1.6906,1,584.647,-1409.482
0.1000,-0.534912,-1.0000,1.5690,-2.5330,1,584.647,-1409.482
0.1000,-0.535996,-1.0000,1.5690,-2.2061,1,584.647,-1409.482
0.1000,-0.535684,3.7693,1.4828,-2.7574,1,584.647,-1409.482
0.1000,-0.533712,-1.0000,1.4828,-1.5291,1,584.647,-1409.482
0.1000,-0.536059,-1.0000,1.4828,-2.4963,1,584.647,-1409.482
0.1000,-0.535723,-1.0000,1.4828,-2.6496,1,584.647,-1409.482
0.1000,-0.534629,-1.0000,1.4828,-1.6761,1,584.647,-1409.482
0.1000,-0.535879,-1.0000,1.4828,-1.7670,1,584.647,-1409.482
0.1000,-0.535256,-1.0000,1.4828,-1.9210,1,584.647,-1409.482
0.1000,-0.536420,-1.0000,1.4828,-2.9048,1,584.647,-1409.482
0.1000,-0.534129,-1.0000,1.4828,-2.1829,1,584.647,-1409.482
0.1000,-0.535068,-1.0000,1.4828,-2.6598,1,584.647,-1409.482
0.1000,-0.535392,3.6629,1.4900,-2.5298,1,584.647,-1409.482
0.1000,-0.535321,-1.0000,1.4900,-2.4396,1,584.647,-1409.482
0.1000,-0.535356,-1.0000,1.4900,-2.1485,1,584.647,-1409.482
0.1000,-0.534675,-1.0000,1.4900,-1.7850,1,584.647,-1409.482
0.1000,-0.537728,-1.0000,1.4900,-1.8762,1,584.647,-1409.482
0.1000,-0.535389,-1.0000,1.4900,-2.1269,1,584.647,-1409.482
0.1000,-0.534821,-1.0000,1.4900,-1.4157,1,584.647,-1409.482
0.1000,-0.535389,-1.0000,1.4900,-2.7139,1,584.647,-1409.482
0.1000,-0.534749,-1.0000,1.4900,-2.3433,1,584.647,-1409.482
0.1000,-0.534422,-1.0000,1.4900,-2.7438,1,584.647,-1409.482
0.1000,-0.534255,4.0547,1.4814,-1.8718,1,584.647,-1409.482
0.1000,-0.536462,-1.0000,1.4814,-2.9800,1,584.647,-1409.482
0.1000,-0.534681,-1.0000,1.4814,-2.8971,1,584.647,-1409.482
0.1000,-0.534756,-1.0000,1.4814,-3.9296,1,584.647,-1409.482
0.1000,-0.535733,-1.0000,1.4814,-2.1477,1,584.647,-1409.482
0.1000,-0.537416,-1.0000,1.4814,-2.6897,1,584.647,-1409.482
0.1000,-0.534038,-1.0000,1.4814,-2.2431,1,584.647,-1409.482
0.1000,-0.536785,-1.0000,1.4814,-2.1342,1,584.647,-1409.482
0.1000,-0.535626,-1.0000,1.4814,-1.7467,1,584.647,-1409.482
0.1000,-0.534845,-1.0000,1.4814,-1.6046,1,584.647,-1409.482
0.1000,-0.534476,3.8210,1.5160,-1.7498,1,584.647,-1409.482
0.1000,-0.535521,-1.0000,1.5160,-2.5353,1,584.647,-1409.482
0.1000,-0.535277,-1.0000,1.5160,-2.7288,1,584.647,-1409.482
0.1000,-0.534977,-1.0000,1.5160,-1.4838,1,584.647,-1409.482
0.1000,-0.534456,-1.0000,1.5160,-1.9594,1,584.647,-1409.482
0.1000,-0.535161,-1.0000,1.5160,-2.0434,1,584.647,-1409.482
0.1000,-0.533598,-1.0000,1.5160,-1.9555,1,584.647,-1409.482
0.1000,-0.536884,-1.0000,1.5160,-2.6984,1,584.647,-1409.482
0.1000,-0.535528,-1.0000,1.5160,-1.9631,1,584.647,-1409.482
0.1000,-0.535125,-1.0000,1.5160,-2.3765,1,584.647,-1409.482
